position COMBINED_rate(cM/Mb) Genetic_Map(cM)
56514617 1.9000118978 57.0759876205
56514793 1.8884027726 57.0763220226
56516070 1.8884027726 57.0787335129
56516078 1.8884027726 57.0787486201
56516436 1.8778219711 57.0794246683
56516603 1.8778219711 57.0797382646
56517790 1.8781696917 57.0819672393
56517863 1.8794613809 57.0821043457
56517931 1.8809469241 57.0822321490
56518181 1.8815365780 57.0827023858
56518445 1.8830018342 57.0831991114
56518687 1.8863764105 57.0836547979
56518747 1.8915109677 57.0837679804
56518859 1.8981653726 57.0839798297
56519513 1.9044291373 57.0852212298
56519760 1.9102943412 57.0856916238
56520465 1.9079008999 57.0870383813
56520804 1.9033355524 57.0876851597
56521044 1.9042483053 57.0881419603
56521781 1.9817516084 57.0895453913
56521937 2.1345703618 57.0898545445
56522297 2.5839940789 57.0906229899
56522741 2.7116757377 57.0917702832
56522990 2.7280098942 57.0924454905
56523115 2.7400859900 57.0927864917
56523915 2.1790500643 57.0949785605
56524025 1.8252700386 57.0952182560
56524070 1.6174613674 57.0953003932
56524330 1.5918866487 57.0957209331
56524427 1.5826523600 57.0958753461
56524633 1.5902113756 57.0962013725
56524674 1.5971185344 57.0962665712
56524675 1.6105736063 57.0962681683
56524953 1.6189756270 57.0967159078
56526052 2.6344247878 57.0984951620
56526832 2.6373307412 57.1005500133
56526938 2.6382231983 57.1008295704
56527053 2.6417539337 57.1011329660
56527386 2.6356834293 57.1020126701
56527444 2.6198186311 57.1021655397
56527880 2.6254038846 57.1033077807
56528045 2.7464572305 57.1037409723
56528166 3.1048409595 57.1040732936
56528426 5.7527630765 57.1048805523
56528469 7.0162780603 57.1051279211
56528538 7.0188780919 57.1056120443
56528568 7.0196012965 57.1058226106
56528592 7.0210529127 57.1059910811
56528676 6.9938104827 57.1065808495
56528718 6.9902018130 57.1068745895
56529710 6.9901827419 57.1138088697
56530013 6.9972967846 57.1159268951
56530023 7.0030670886 57.1159968681
56530314 7.0059810938 57.1180347606
56531001 19.4900250433 57.1228478696
56532807 19.4900250433 57.1580468548
56533803 19.4860475981 57.1774589198
56534122 4.5912621608 57.1836749690
56535076 1.0781667540 57.1880550331
56535809 0.9757175918 57.1888453293
56536447 0.9799698914 57.1894678371
56536967 0.9780786497 57.1899774215
56538493 1.1552031035 57.1914699695
56538879 2.1738823651 57.1919158779
56539169 3.2612412326 57.1925463038
56539899 3.4304047571 57.1949270099
56540026 3.4675292520 57.1953626713
56540182 2.8794728276 57.1959036058
56540273 1.1827832340 57.1961656379
56541284 1.1807380307 57.1973614317
56541789 1.0455808942 57.1979577044
56541794 1.0509455099 57.1979629323
56541924 0.6828965479 57.1980995552
56542168 0.5543469946 57.1982661820
56543441 0.5547913290 57.1989718657
56543465 0.5547044489 57.1989851807
56543607 0.5548005888 57.1990639487
56543846 0.5549009528 57.1991965461
56543863 0.5548233799 57.1992059794
56544880 0.5552563673 57.1997702348
56545219 0.5558524545 57.1999584667
56545278 0.5561992991 57.1999912620
56545650 0.5571855893 57.2001981681
56545698 0.5575838321 57.2002249130
56545840 0.5560588090 57.2003040899
56546558 0.5557722410 57.2007033402
56546751 0.5557271520 57.2008106042
56547232 0.5550060598 57.2010779090
56547255 0.5539916070 57.2010906741
56547574 0.5529699038 57.2012673974
56547735 0.5529699038 57.2013564256
56547801 0.5501518953 57.2013929216
56547936 0.5458178999 57.2014671921
56548267 0.5409977248 57.2016478578
56548475 0.5368156851 57.2017603853
56548500 0.5297360808 57.2017738057
56548830 0.5252749463 57.2019486186
56549189 0.5214009632 57.2021371924
56549669 0.5180657859 57.2023874648
56550970 0.5176144788 57.2030614684
56551380 0.5177646535 57.2032736903
56552475 0.5170500929 57.2038406426
56553189 0.5197634063 57.2042098164
56553400 4.4969877849 57.2043194865
56553439 4.4928179972 57.2044948690
56553728 0.9303653433 57.2057932934
56554717 0.8970418905 57.2067134247
56554774 0.8784799073 57.2067645561
56555046 0.8303511610 57.2070035027
56556114 0.7178506404 57.2078903177
56556151 0.6861534750 57.2079168782
56556374 0.6452370634 57.2080698904
56556753 0.5587659790 57.2083144352
56556875 0.4748010285 57.2083826047
56557054 0.4660052471 57.2084675941
56558300 0.4647733922 57.2090482366
56558376 0.4615383431 57.2090835594
56558707 0.4617863350 57.2092363286
56561401 0.4616170676 57.2104803810
56562588 0.4593445784 57.2110283204
56562710 0.4554239347 57.2110843605
56562905 0.4553641904 57.2111731681
56564570 0.4537169474 57.2119313495
56564770 0.4520499854 57.2120220929
56565704 0.4499719465 57.2124443076
56566185 0.4502603301 57.2126607441
56566331 0.4502603301 57.2127264821
56566933 0.4503995279 57.2129975388
56567305 0.4497171670 57.2131650874
56568387 0.4497019438 57.2136516814
56568460 0.4500947106 57.2136845097
56569211 0.4512278694 57.2140225308
56569272 0.4508585456 57.2140500557
56570405 0.4581398949 57.2145608784
56571369 0.5444359867 57.2150025253
56572092 0.9120280093 57.2153961525
56576327 1.0225072186 57.2192585911
56578646 5.4341118306 57.2216297854
56582479 5.1424211103 57.2424587360
56582805 4.9411313735 57.2441351653
56583038 4.8845461602 57.2452864489
56583537 4.6884294135 57.2477238374
56584592 4.6376764849 57.2526701305
56584791 1.3400496552 57.2535930281
56585846 1.3342914567 57.2550067805
56585998 1.3264318818 57.2552095928
56586105 1.3060623643 57.2553515210
56586940 1.2672842292 57.2564420831
56587046 1.2129278826 57.2565764152
56587183 1.1273377574 57.2567425863
56587666 1.0688306538 57.2572870904
56588038 1.0759109480 57.2576846954
56588058 1.0821445510 57.2577062137
56588526 1.2369422864 57.2582126573
56588707 1.5836178153 57.2584365439
56588718 1.9772279384 57.2584539637
56588833 3.4895197347 57.2586813449
56589011 7.0888847457 57.2593024794
56589092 6.8640799243 57.2598766790
56589235 6.4977293676 57.2608582425
56589318 4.7861803142 57.2613975540
56589377 0.3675134397 57.2616799387
56590517 0.2578112589 57.2620989040
56590800 0.2571116208 57.2621718646
56591398 0.2431010179 57.2623256173
56591955 0.2411708971 57.2624610246
56593060 0.2410220889 57.2627275184
56594343 0.2413691296 57.2630367498
56595080 0.2437724482 57.2632146388
56595371 0.2465279863 57.2632855766
56595870 0.2555710925 57.2634085941
56596175 0.3164915663 57.2634865432
56596785 0.4505817203 57.2636796031
56597098 0.4574412987 57.2638206352
56597563 8.7353019952 57.2640333454
56598419 11.2417110012 57.2715107639
56598544 11.1726206752 57.2729159778
56599161 3.3902486140 57.2798094847
56599291 3.4087825859 57.2802502170
56599375 3.4145349821 57.2805365548
56599491 3.4187294020 57.2809326408
56599585 3.4203427986 57.2812540014
56600069 3.4303183556 57.2829094473
56600240 3.4307751103 57.2834960317
56600487 3.4303168912 57.2843434332
56600505 3.4286887697 57.2844051789
56600521 3.4261541932 57.2844600379
56600674 3.4240889305 57.2849842395
56600858 3.4174708662 57.2856142719
56601563 3.1512890692 57.2880235888
56601659 2.8854589472 57.2883261126
56601907 1.9882731911 57.2890417064
56602153 1.4638209948 57.2895308216
56602311 1.4544039556 57.2897621053
56602319 1.3586090802 57.2897737406
56602354 1.2550604628 57.2898212919
56602612 1.1723346546 57.2901450975
56602850 1.1710202434 57.2904241131
56603021 1.1158486341 57.2906243576
56604217 1.0875215135 57.2919589126
56605930 1.0627300582 57.2938218369
56606075 1.0300214303 57.2939759328
56606283 1.0147921452 57.2941901772
56606520 1.0041565695 57.2944306830
56606843 0.9715031772 57.2947550255
56608270 0.7698052446 57.2961413606
56609989 0.8119529235 57.2974646558
56610039 0.9004724440 57.2975052534
56610077 0.9599192904 57.2975394714
56610708 1.0110379913 57.2981451805
56611599 1.0319102037 57.2990460153
56611933 1.0312185920 57.2993906733
56611943 1.0554502807 57.2994009855
56612015 1.0798679396 57.2994769779
56612213 1.1060661979 57.2996907918
56612624 1.1136911211 57.3001453850
56612925 9.5643787801 57.3004806060
56613005 26.9270023962 57.3012457563
56613110 26.9282119267 57.3040730916
56613458 26.9279040239 57.3134441093
56613924 52.0527173580 57.3259925126
56614915 52.0527173580 57.3775767555
56615162 52.0527173580 57.3904337767
56615876 52.0527173580 57.4275994169
56616507 51.8379453122 57.4604446815
56616743 26.2823464328 57.4726784366
56616827 3.3595382181 57.4748861537
56617186 2.6606219667 57.4760922279
56617999 2.6600844968 57.4782553136
56618655 2.6732794754 57.4800003290
56618734 2.6783880251 57.4802115181
56618989 2.6776397140 57.4808945071
56619396 2.6979032638 57.4819843064
56619522 2.6970274219 57.4823242422
56620732 17.7459766244 57.4855876454
56621683 21.7401880190 57.5024640692
56621831 24.4997850908 57.5056816170
56622033 25.1211037688 57.5106305736
56622221 25.1908754932 57.5153533411
56622609 25.1998840376 57.5251274008
56622847 25.1998840376 57.5311249732
56623131 25.2023712809 57.5382817403
56623525 25.2023712809 57.5482114745
56623600 25.2023712809 57.5501016524
56624230 25.2518317895 57.5659791463
56624381 25.2848753206 57.5697921729
56624807 25.2848753206 57.5805635298
56624897 25.2928812536 57.5828391686
56625014 25.2928812536 57.5857984357
56625056 25.2928812536 57.5868607367
56625202 25.2928812536 57.5905534973
56625225 25.2928812536 57.5911352336
56625249 25.2928812536 57.5917422628
56625302 25.0485507166 57.5930827855
56625330 10.5579338521 57.5937841449
56625867 10.2656383811 57.5994537554
56625956 9.9365437770 57.6003673972
56626564 9.7979610357 57.6064088158
56626590 8.8401420593 57.6066635628
56626629 1.1316660307 57.6070083283
56627331 1.1191110741 57.6078027579
56627391 1.1104764472 57.6078699045
56627742 1.1099763760 57.6082596818
56628174 1.1069838242 57.6087391916
56628214 1.1051599900 57.6087834709
56629028 1.1052343659 57.6096830712
56629244 1.1005936540 57.6099218018
56629956 1.0411179235 57.6107054245
56630175 0.8395635933 57.6109334293
56631506 0.7578516442 57.6120508884
56631830 0.7163960694 57.6122964324
56633802 2.0734236932 57.6137091654
56634555 2.4492118730 57.6152704535
56634664 2.8000718129 57.6155374175
56635220 2.9913977272 57.6170942575
56636120 2.9957927120 57.6197865154
56638063 2.9966508560 57.6256073407
56638179 2.9981376272 57.6259549522
56638461 0.2672196227 57.6268004270
56638661 0.2673122728 57.6268538709
56638911 0.2692617571 57.6269206990
56638969 0.2692225156 57.6269363162
56639714 7.9038251954 57.6271368869
56639755 7.8861354064 57.6274609438
56639780 5.6295199326 57.6276580971
56639818 1.8812977796 57.6278720189
56639849 0.7179089750 57.6279303391
56639931 1.9039880824 57.6279892077
56640214 0.9993212495 57.6285280363
56640371 0.7171487976 57.6286849297
56640401 0.5118249387 57.6287064442
56640599 0.4746631381 57.6288077855
56640655 0.4507613177 57.6288343667
56641358 0.4515501792 57.6291512519
56641510 0.4523299849 57.6292198875
56641879 0.4526249425 57.6293867973
56642384 0.4527140844 57.6296153729
56642461 0.4528142510 57.6296502318
56642504 0.4532723536 57.6296697029
56642660 0.4533375951 57.6297404133
56642772 0.4534809157 57.6297911872
56643325 0.4534572906 57.6300419621
56643378 0.4533857794 57.6300659953
56643514 0.4534883632 57.6301276558
56643603 0.4533069210 57.6301680163
56643638 0.4532456349 57.6301838820
56643796 0.4532542353 57.6302554948
56643838 0.4532943422 57.6302745315
56644287 0.4537308907 57.6304780607
56644475 0.4547334388 57.6305633621
56644522 0.4554748262 57.6305847345
56644547 0.4567921943 57.6305961214
56644670 0.4581257608 57.6306523069
56645237 0.4553187528 57.6309120642
56645312 0.4554952631 57.6309462131
56645317 0.4556147574 57.6309484905
56645402 0.4539485375 57.6309872178
56646202 0.4962452646 57.6313503766
56646352 0.6340583340 57.6314248134
56646886 0.6073919996 57.6317634006
56647659 0.5226372541 57.6322329146
56647994 0.3951770798 57.6324079981
56648255 0.3506744613 57.6325111393
56648380 0.3168531243 57.6325549736
56648913 0.3026674712 57.6327238563
56649906 0.2984356190 57.6330244051
56650235 0.2940447982 57.6331225904
56650756 0.2852917309 57.6332757878
56650794 0.2846016957 57.6332866288
56650818 0.2762272875 57.6332934593
56653448 0.2758905176 57.6340199371
56653530 0.2757103585 57.6340425601
56654281 3.0409002767 57.6342496186
56657678 0.2476911115 57.6445795568
56659008 0.2477565413 57.6449089860
56662690 0.2513566973 57.6458212256
56664078 0.2668847961 57.6461701087
56664855 0.3126051272 57.6463774781
56664891 0.3575063047 57.6463887319
56666254 0.3373344372 57.6468760130
56666658 0.2367605410 57.6470122961
56667343 0.1951088929 57.6471744771
56667475 0.1886635848 57.6472002315
56669261 0.1553060226 57.6475371846
56670014 0.1512319963 57.6476541301
56670084 0.1328841215 57.6476647163
56671444 0.1325901182 57.6478454387
56672264 0.1275271667 57.6479541626
56674001 0.1264134941 57.6481756773
56674302 0.1258526660 57.6482137278
56674658 0.1255627522 57.6482585313
56678406 0.1281400301 57.6487291405
56679702 0.1305236073 57.6488952100
56679820 0.1316457429 57.6489106118
56679967 0.1337873213 57.6489299637
56680458 0.1382844727 57.6489956533
56680543 0.1437463717 57.6490074075
56680595 0.1480820333 57.6490148823
56681600 0.3584017400 57.6491637047
56682568 0.3496119011 57.6495106376
56682796 0.2679562652 57.6495903491
56682798 1.9175223090 57.6495908850
56683352 0.1289687765 57.6506531924
56684520 0.1250324386 57.6508038279
56684883 0.1213760385 57.6508492147
56685166 0.1162256215 57.6508835641
56685955 0.1142477156 57.6509752661
56685976 0.1113041111 57.6509776653
56687089 0.1109011605 57.6511015468
56687875 0.1109121654 57.6511887151
56690061 0.3914077205 57.6514311691
56690375 0.7857355037 57.6515540711
56691529 0.1943278634 57.6524608099
56692047 0.1945666039 57.6525614717
56693040 0.1337350577 57.6527546764
56693180 0.1114673845 57.6527733993
56693437 0.1074143112 57.6528020464
56693927 0.1104168951 57.6528546794
56694443 0.1109349409 57.6529116545
56695048 0.1056050268 57.6529787702
56695163 0.0953274011 57.6529909147
56697441 0.0569932985 57.6532080706
56699484 0.0378413324 57.6533245079
56699604 0.0221565405 57.6533290488
56700041 0.0126493279 57.6533387312
56701618 0.0122157075 57.6533586792
56701924 0.0120822314 57.6533624172
56702327 0.0120578596 57.6533672864
56702495 0.0120578596 57.6533693121
56702730 0.0120578596 57.6533721457
56705253 0.0251868063 57.6534025677
56705462 0.1973971790 57.6534078317
56705835 0.1973981798 57.6534814609
56705945 0.3404491624 57.6535031747
56706817 0.3404491624 57.6538000463
56707567 0.4291021073 57.6540553832
56707655 0.5426022189 57.6540931442
56708490 0.0186671898 57.6545462170
56708895 0.0197230445 57.6545537773
56709687 0.6533715946 57.6545693979
56710434 0.3134932836 57.6550574665
56710498 0.0665318618 57.6550775301
56711611 0.0572336932 57.6551515800
56712312 0.1459263990 57.6551917008
56712342 0.2529550108 57.6551960786
56713048 0.2523762927 57.6553746649
56715271 0.2093958737 57.6559356974
56715452 0.1747735505 57.6559735980
56716605 0.2261971149 57.6561751119
56716747 0.2260769798 57.6562072319
56717757 0.2260769798 57.6564355697
56718331 0.0430068861 57.6565653378
56720224 0.0430068861 57.6566467499
56721161 0.0430164989 57.6566870473
56722539 0.0430343064 57.6567463241
56722756 0.0430335193 57.6567556625
56724767 0.0430633296 57.6568422029
56725728 0.0430771915 57.6568835868
56726231 0.0430768005 57.6569052546
56726482 0.0430751040 57.6569160669
56726560 0.0430751040 57.6569194267
56727959 0.0430751040 57.6569796888
56728528 0.0430808763 57.6570041985
56734281 0.0430808763 57.6572520428
56740099 0.0432719696 57.6575026874
56740318 0.0432822473 57.6575121639
56740661 0.0439977178 57.6575270097
56741612 0.0624484356 57.6575688516
56742328 0.3530204981 57.6576135647
56745757 0.0576339547 57.6588240719
56746112 0.0584009138 57.6588445320
56746565 0.0507615676 57.6588709876
56746913 0.0498113281 57.6588886526
56750279 0.0542971013 57.6590563176
56750539 0.0639622820 57.6590704348
56751133 0.0672689857 57.6591084284
56751729 0.2854214861 57.6591485207
56751963 0.2697599999 57.6592153093
56752223 0.6277474280 57.6592854469
56752671 0.6246030941 57.6595666778
56752875 0.6226228619 57.6596940968
56753528 0.1089529234 57.6601006696
56756584 0.1093379444 57.6604336297
56760205 0.1095273837 57.6608295424
56760287 0.1095904400 57.6608385236
56762196 0.1096500224 57.6610477318
56763010 0.1097323250 57.6611369869
56770279 0.2147782908 57.6619346312
56770610 0.1633210808 57.6620057228
56770717 0.1126420398 57.6620231981
56772456 0.1122520443 57.6622190826
56778766 0.1122178567 57.6629273930
56779883 0.1121647772 57.6630527404
56780217 0.1120989247 57.6630902034
56780693 0.1134961432 57.6631435625
56780986 0.1163264865 57.6631768169
56781073 0.1190295081 57.6631869373
56782729 0.1163039733 57.6633840502
56783117 0.1124097826 57.6634291761
56784541 0.1118531769 57.6635892476
56788249 0.1118497500 57.6640039992
56790019 0.1118408502 57.6642019733
56790047 0.1118231850 57.6642051048
56790067 0.1118231850 57.6642073413
56790209 0.1118231850 57.6642232202
56790603 0.1118142069 57.6642672785
56791226 0.1118142069 57.6643369388
56793105 0.1118142069 57.6645470376
56793214 0.1118032648 57.6645592254
56794415 0.1117953233 57.6646935011
56796135 0.1118039035 57.6648857891
56797357 0.1117981239 57.6650224134
56797403 0.1117930917 57.6650275562
56798385 0.1117898112 57.6651373370
56799425 0.1117898112 57.6652535984
56799614 0.1117898112 57.6652747267
56802780 0.1117898112 57.6656286532
56803253 0.1117947594 57.6656815298
56803723 0.1117947594 57.6657340733
56806204 0.1117947594 57.6660114361
56807416 0.1117868244 57.6661469314
56808824 0.1117868244 57.6663043272
56809907 0.1117516054 57.6664253923
56810078 0.1117345060 57.6664445019
56810507 0.1117239177 57.6664924360
56811239 0.1116633983 57.6665742179
56811736 0.1116633983 57.6666297146
56811819 0.1116264550 57.6666389826
56812887 0.1116108745 57.6667581997
56814431 0.1116108745 57.6669305269
56814963 0.1115964068 57.6669899039
56817015 0.1138069220 57.6672188997
56818055 0.1616770217 57.6673372589
56818300 0.7017763158 57.6673768698
56819133 0.1944620472 57.6679614494
56819396 0.1256613257 57.6680125930
56821466 0.1256220256 57.6682727119
56829304 0.1257295027 57.6692573373
56829655 0.1258918223 57.6693014684
56830920 0.1258615939 57.6694607215
56831078 0.1260822780 57.6694806077
56833066 0.1263974110 57.6697312593
56833455 0.1269506587 57.6697804278
56837343 0.2812145766 57.6702740120
56838189 0.3139079325 57.6705119195
56838762 0.3840836665 57.6706917888
56839006 0.3812915744 57.6707855052
56840491 0.5995500207 57.6713517232
56840637 0.3652339593 57.6714392575
56842552 0.2167567228 57.6721386805
56844004 0.2130978819 57.6724534113
56844200 0.2094791441 57.6724951785
56845421 0.1871746793 57.6727509525
56846138 0.1748856265 57.6728851567
56850429 0.1754789236 57.6736355910
56850488 0.1759631166 57.6736459442
56850798 0.1762846614 57.6737004928
56851570 0.1772182783 57.6738365846
56852078 0.1768312983 57.6739266114
56852257 0.1745142081 57.6739582642
56852606 0.1692024123 57.6740191697
56852916 0.1642965274 57.6740716224
56852951 0.1494560579 57.6740773728
56853627 0.1564726318 57.6741784051
56854979 0.1459600457 57.6743899561
56855096 0.1371018648 57.6744070334
56855152 0.1293303705 57.6744147111
56857721 0.1222911813 57.6747469609
56858873 0.0824143717 57.6748878403
56859357 0.0476295317 57.6749277289
56859493 0.0161840301 57.6749342065
56861828 0.0158482742 57.6749719962
56862078 0.0156307796 57.6749759583
56864070 0.0156572001 57.6750070948
56864463 0.0156664713 57.6750132481
56865794 0.0156629298 57.6750341001
56867495 0.0156605148 57.6750607428
56868154 0.0156605148 57.6750710630
56870251 0.0157783530 57.6751039031
56871560 0.0159098068 57.6751245570
56873995 0.0172563773 57.6751632974
56875468 0.0187001375 57.6751887160
56876756 0.0207327556 57.6752128018
56877442 0.0237259839 57.6752270245
56879257 0.0321197677 57.6752700871
56881419 0.1259310728 57.6753395301
56882056 0.4116833778 57.6754197482
56883763 0.4158678292 57.6761224917
56884572 0.1707940301 57.6764589288
56884900 0.2264553212 57.6765149492
56886065 0.0607478443 57.6767787697
56890569 0.0898247011 57.6770523780
56890620 0.1130746473 57.6770569590
56890775 0.0578491717 57.6770744856
56891255 0.0306662099 57.6771022532
56891476 0.0168464519 57.6771090304
56893402 0.0132154902 57.6771414767
56894789 0.0092345573 57.6771598066
56895608 0.0065176973 57.6771673697
56897977 0.0062940650 57.6771828101
56899358 0.0064137367 57.6771915022
56900569 0.0063984057 57.6771992692
56900934 1.0409663889 57.6772016047
56901767 0.2147177937 57.6780687297
56902451 0.0912791665 57.6782155966
56903287 0.0109335199 57.6782919060
56907369 0.0109216672 57.6783365366
56907918 0.0109248086 57.6783425326
56908537 0.0109248086 57.6783492951
56908905 0.0109248086 57.6783533154
56909128 0.0109361746 57.6783557517
56914189 0.3641818321 57.6784110996
56914220 0.6696659044 57.6784223893
56915311 2.5322907161 57.6791529948
56915850 2.5053544386 57.6805178995
56917602 2.5098768061 57.6849072804
56918555 2.5201374898 57.6872991930
56918623 2.5002156081 57.6874705624
56923052 0.2500045811 57.6985440173
56927621 0.2507832068 57.6996862883
56931491 0.2967124097 57.7006568193
56932929 0.4530952947 57.7010834917
56934329 0.4983172439 57.7017178251
56934705 0.5255056225 57.7019051924
56934840 0.5556577918 57.7019761357
56935092 0.5672992292 57.7021161614
56936692 0.5686061849 57.7030238402
56938302 0.5689010400 57.7039392961
56938625 0.6278828647 57.7041230512
56939208 0.5755715365 57.7044891069
56939694 0.5675712957 57.7047688347
56940452 0.5684739834 57.7051990537
56940595 0.5668250977 57.7052803455
56941136 0.5668460310 57.7055869979
56943721 0.5188495388 57.7070522949
56944926 0.3976932467 57.7076775085
56947361 0.2466844447 57.7086458916
56947480 0.0917145068 57.7086752471
56956186 0.0917561254 57.7094737135
56956941 0.0917455097 57.7095429894
56958256 0.0917455097 57.7096636348
56961831 0.0917129178 57.7099916250
56962520 0.0917414572 57.7100548152
56964426 0.0917895771 57.7102296744
56964692 0.0919143123 57.7102540904
56964927 0.0919264505 57.7102756903
56966556 0.0917937160 57.7104254385
56969277 0.0915805757 57.7106752092
56970938 0.0915355036 57.7108273245
56971523 0.0915417825 57.7108808728
56971995 0.0915337796 57.7109240805
56972939 0.0915116884 57.7110104884
56973048 0.0914815918 57.7110204632
56973221 0.0914815918 57.7110362895
56975737 0.0914742652 57.7112664572
56977264 0.0914689452 57.7114061384
56978222 0.0909170340 57.7114937656
56978288 0.0902832332 57.7114997661
56979885 0.0902832332 57.7116439485
56981112 0.0898842509 57.7117547260
56982679 0.0896273220 57.7118955746
56982971 0.0891441094 57.7119217458
56983035 0.0887594897 57.7119274510
56983251 0.0887429950 57.7119466231
56983989 0.0887453252 57.7120121154
56985232 0.0884990780 57.7121224258
56985688 0.0882845614 57.7121627814
56987229 0.0881221457 57.7122988279
56989509 0.0881083358 57.7124997464
56989697 0.0880730437 57.7125163108
56989890 0.0880147849 57.7125333089
56990907 0.0879266374 57.7126228199
56992545 0.0879198629 57.7127668437
56993627 0.0878986566 57.7128619730
56993810 0.0878226397 57.7128780585
56998157 0.0878226397 57.7132598235
56998227 0.0879364215 57.7132659711
56999403 0.0879950992 57.7133693843
57000970 0.0882180370 57.7135072726
57005254 0.0883727720 57.7138851987
57005386 0.0889690201 57.7138968639
57007463 0.0896039728 57.7140816526
57007516 0.0902322121 57.7140864016
57015605 0.4833220255 57.7148162899
57019332 1.2969097772 57.7166176311
57019814 0.8212165710 57.7172427416
57023344 0.0193713033 57.7201416361
57025707 0.0171831703 57.7201874105
57027711 0.0168480233 57.7202218456
57028093 0.0167818969 57.7202282815
57030970 0.0167948793 57.7202765631
57031649 0.0169934778 57.7202879668
57034092 0.0296748332 57.7203294818
57034112 0.0440983989 57.7203300753
57034132 0.0580634880 57.7203309573
57034263 0.0737489588 57.7203385636
57034869 0.1050678283 57.7203832555
57036128 1.0218837116 57.7205155359
57036843 1.1502838091 57.7212461827
57036876 1.2764531087 57.7212841421
57037248 0.7842628730 57.7217589827
57037292 0.1426940049 57.7217934902
57038799 0.1417587463 57.7220085301
57041084 0.3182813944 57.7223324488
57041700 0.5792798574 57.7225285102
57043844 0.1640705932 57.7237704862
57045898 0.1639562333 57.7241074872
57047499 0.1640638612 57.7243699811
57048495 0.1652491792 57.7245333887
57050280 0.1652093034 57.7248283585
57050448 0.1744231027 57.7248561137
57051456 0.2333924406 57.7250319322
57055702 0.3619025410 57.7260229165
57059345 0.3824453561 57.7273413274
57062029 0.3838312469 57.7283678108
57063737 0.3856064179 57.7290233945
57069254 1.0447227736 57.7311507851
57072076 1.0474243337 57.7340989928
57072719 1.6132202220 57.7347724866
57073311 1.6079809006 57.7357275130
57075711 1.3916835020 57.7395866672
57077944 0.2913839138 57.7426942964
57080897 0.2843661925 57.7435547531
57081909 0.2844680234 57.7438425317
57082516 0.2772042376 57.7440152038
57083217 0.2675372365 57.7442095240
57083294 0.2563748835 57.7442301244
57083368 0.2563813284 57.7442490961
57083783 0.2513492568 57.7443554943
57084429 0.2495211273 57.7445178660
57085722 0.2491313463 57.7448404968
57089537 0.2586073787 57.7457909329
57089754 0.2895516304 57.7458470507
57091927 0.2535987756 57.7464762464
57092082 0.2539299861 57.7465155542
57094072 0.2536149906 57.7470208748
57095499 0.2558151651 57.7473827834
57096259 0.2635775102 57.7475772030
57096430 0.2736369894 57.7476222747
57096765 0.2875585197 57.7477139431
57096802 0.3008483753 57.7477245828
57101147 0.2657640243 57.7490317690
57101219 0.2359249059 57.7490509040
57101855 0.2274606486 57.7492009522
57102927 0.2262028054 57.7494447900
57102960 0.2248352580 57.7494522547
57103176 0.2239053375 57.7495008191
57106483 0.2238721752 57.7502412741
57109248 0.2221828383 57.7508602807
57110121 0.2310638374 57.7510542463
57110340 0.2298189855 57.7511048493
57111645 0.2284149131 57.7514047630
57112053 0.2288760580 57.7514979563
57112725 0.2259151666 57.7516517610
57112755 0.2206708883 57.7516585385
57113082 0.2131625506 57.7517306979
57113622 0.2140674764 57.7518458056
57113762 0.1997922730 57.7518757751
57113832 0.1826746850 57.7518897605
57113847 0.1841082529 57.7518925007
57114694 0.1563710737 57.7520484404
57117712 0.1553319467 57.7525203683
57118205 0.1391926601 57.7525969469
57121226 0.1391472152 57.7530174479
57121999 0.1390798163 57.7531250087
57122100 0.1390557622 57.7531390558
57123040 0.1390257756 57.7532697682
57128938 0.1386508086 57.7540897422
57132094 0.2478080226 57.7545273242
57132683 0.1722173211 57.7546732831
57132740 0.1415718442 57.7546830995
57134650 0.1511336845 57.7549535017
57135049 0.2684795640 57.7550138041
57135221 0.4910570943 57.7550599825
57135662 0.4910711418 57.7552765387
57136269 0.4655956700 57.7555746189
57136812 0.4656751862 57.7558274374
57137031 0.1902130439 57.7559294202
57137206 0.1007962399 57.7559627075
57139453 0.1008079682 57.7561891966
57139772 0.1008408282 57.7562213544
57141155 0.1008299308 57.7563608173
57143395 0.1008508573 57.7565866763
57144958 0.1008691268 57.7567443062
57145185 0.1010159326 57.7567672035
57145764 0.1011814833 57.7568256917
57147300 0.1017247031 57.7569811065
57148969 0.1038515310 57.7571508850
57150047 0.1187770246 57.7572628369
57150135 0.1373264523 57.7572732893
57150382 0.1374682508 57.7573072090
57151806 0.1830587081 57.7575029637
57153855 0.1146772676 57.7578780510
57155459 0.1080485299 57.7580619934
57158955 0.1080485299 57.7584397310
57159854 0.1089323241 57.7585368667
57160880 0.1107787480 57.7586486312
57161086 0.1129779746 57.7586714517
57162395 0.1163790404 57.7588193398
57162737 0.1263562565 57.7588591415
57163823 0.1151815810 57.7589963643
57164738 0.1161233415 57.7591017555
57165586 0.1165396217 57.7592002281
57167796 0.1165264732 57.7594577807
57168926 0.1168732420 57.7595894556
57169061 0.1171096771 57.7596052335
57169139 0.1172374424 57.7596143680
57170162 0.1173268829 57.7597343019
57170193 0.1174807138 57.7597379390
57171414 0.1176146029 57.7598813830
57171647 0.1179003209 57.7599087872
57173642 0.1182209952 57.7601439983
57176758 0.1219262237 57.7605123750
57180303 0.1226595602 57.7609446034
57182476 0.3263231967 57.7612111426
57185037 0.3802451971 57.7620468564
